
vhigh,vhigh,5,2,med,med,unacc
vhigh,vhigh,5,2,med,high,unacc
vhigh,vhigh,5,2,big,low,unacc
vhigh,vhigh,5,2,big,med,unacc
vhigh,vhigh,5,2,big,high,unacc
vhigh,vhigh,5,4,small,low,unacc
vhigh,vhigh,5,4,small,med,unacc
vhigh,vhigh,5,4,small,high,unacc
vhigh,vhigh,5,4,med,low,unacc
vhigh,vhigh,5,4,med,med,unacc
vhigh,vhigh,5,4,med,high,unacc
vhigh,vhigh,5,4,big,low,unacc
vhigh,vhigh,5,4,big,med,unacc
vhigh,vhigh,5,4,big,high,unacc
vhigh,vhigh,5,5,small,low,unacc
vhigh,vhigh,5,5,small,med,unacc
vhigh,vhigh,5,5,small,high,unacc
vhigh,vhigh,5,5,med,low,unacc
vhigh,vhigh,5,5,med,med,unacc
vhigh,vhigh,5,5,med,high,unacc
vhigh,vhigh,5,5,big,low,unacc
vhigh,vhigh,5,5,big,med,unacc
vhigh,vhigh,5,5,big,high,unacc
vhigh,high,2,2,small,low,unacc
vhigh,high,2,2,small,med,unacc
vhigh,high,2,2,small,high,unacc
vhigh,high,2,2,med,low,unacc
vhigh,high,2,2,med,med,unacc
vhigh,high,2,2,med,high,unacc
vhigh,high,2,2,big,low,unacc
vhigh,high,2,2,big,med,unacc
vhigh,high,2,2,big,high,unacc
vhigh,high,2,4,small,low,unacc
vhigh,high,2,4,small,med,unacc
vhigh,high,2,4,small,high,unacc
vhigh,high,2,4,med,low,unacc
vhigh,high,2,4,med,med,unacc
vhigh,high,2,4,med,high,unacc
vhigh,high,2,4,big,low,unacc
vhigh,high,2,4,big,med,unacc
vhigh,high,2,4,big,high,unacc
vhigh,high,2,5,small,low,unacc
vhigh,high,2,5,small,med,unacc
vhigh,high,2,5,small,high,unacc
vhigh,high,2,5,med,low,unacc
vhigh,high,2,5,med,med,unacc
vhigh,high,2,5,med,high,unacc
vhigh,high,2,5,big,low,unacc
vhigh,high,2,5,big,med,unacc
vhigh,high,2,5,big,high,unacc
vhigh,high,3,2,small,low,unacc
vhigh,high,3,2,small,med,unacc
vhigh,high,3,2,small,high,unacc
vhigh,high,3,2,med,low,unacc
vhigh,high,3,2,med,med,unacc
vhigh,high,3,2,med,high,unacc
vhigh,high,3,2,big,low,unacc
vhigh,high,3,2,big,med,unacc
vhigh,high,3,2,big,high,unacc
vhigh,high,3,4,small,low,unacc
vhigh,high,3,4,small,med,unacc
vhigh,high,3,4,small,high,unacc
vhigh,high,3,4,med,low,unacc
vhigh,high,3,4,med,med,unacc
vhigh,high,3,4,med,high,unacc
vhigh,high,3,4,big,low,unacc
vhigh,high,3,4,big,med,unacc
vhigh,high,3,4,big,high,unacc
vhigh,high,3,5,small,low,unacc
vhigh,high,3,5,small,med,unacc
vhigh,high,3,5,small,high,unacc
vhigh,high,3,5,med,low,unacc
vhigh,high,3,5,med,med,unacc
vhigh,high,3,5,med,high,unacc
vhigh,high,3,5,big,low,unacc
vhigh,high,3,5,big,med,unacc
vhigh,high,3,5,big,high,unacc
vhigh,high,4,2,small,low,unacc
vhigh,high,4,2,small,med,unacc
vhigh,high,4,2,small,high,unacc
vhigh,high,4,2,med,low,unacc
vhigh,high,4,2,med,med,unacc
vhigh,high,4,2,med,high,unacc
vhigh,high,4,2,big,low,unacc
vhigh,high,4,2,big,med,unacc
vhigh,high,4,2,big,high,unacc
vhigh,high,4,4,small,low,unacc
vhigh,high,4,4,small,med,unacc
vhigh,high,4,4,small,high,unacc
vhigh,high,4,4,med,low,unacc
vhigh,high,4,4,med,med,unacc
vhigh,high,4,4,med,high,unacc
vhigh,high,4,4,big,low,unacc
vhigh,high,4,4,big,med,unacc
vhigh,high,4,4,big,high,unacc
